"¿Cómo estás, soy turbulent? Y yo la burrita burrona. Y estamos muy contentos que después del presupuesto para después de tal no, Claro que no. ¿Y usted a lo mejor va a decir Este por qué están solas? Pues yo no. Las temporadas, las temporadas son largas.","How are you, am I turbulent? And I the little stubborn donkey. And we are very happy that after the budget for after such no, of course not. And you might say why are they alone? Well, I don't. The seasons, the seasons are long."
"Son largas y aparte esta esta mención es. Para darle realce a nuestra gira, Claro, Claro, teníamos aquí a alguien sentado, no le íbamos a dar el. Lugar, pues no, porque no le íbamos a dar el lugar. En toda la persona, pero. Estamos también súper contentos porque a lo largo de este poquito tiempo que tenemos con el podcast del momento, pues han pasado cosas irreales.","The seasons are long and besides this mention is. To enhance our tour, of course, of course, we had someone sitting here, we wouldn't give him. Place, well no, because we wouldn't give him the place. In the whole person, but. We are also super happy because over this little time we have with the podcast of the moment, unreal things have happened."
"Y han pasado personas muy importantes por estas. No y las que se vienen o sea usted a lo mejor ahorita dijo, Ah, pues nos están diciendo que se termina, se termina esta temporada este porque no le dimos como un cierre porque usted vio que se cambió la escenografía. Ajá. ¿Y usted no lo vio, pero no le no habíamos tenido el tiempo de dar como un cierre formal?","And very important people have passed through these. Not and those to come or you might have just said, Ah, well they are telling us that it ends, this season ends because we didn't give it like a closure because you saw that the scenery changed. Uh-huh. And you didn't see it, but we hadn't had the time to give it a formal closure?"
"Ciclo formal y a partir de aquí el podcast del momento viene con un giro. Viene con pura celebridad, celebridad internacional, no ha pasado ninguna de las que ya grabamos. No, no ha pasado el. Lunes este domingo esto ya es el domingo, no, hombre, no van a soportar si de por sí no nos pueden ver.","A formal cycle and from here the podcast of the moment comes with a twist. It comes with pure celebrity, international celebrity, none of the ones we've already recorded have happened. No, it hasn't happened. This Monday this Sunday this is already Sunday, no, man, they're not going to stand it if they can't see us."
"Pero hay que aclarar que obviamente seguiremos con nuestro marketing, que son muchas figuras regias, tenemos ya ya tenemos pactados a varios que ustedes van a disfrutar en un futuro y conocerán un poquito más de la cultura regiomontana. Y también nos gustaría que en este momento y en este video.","But we must clarify that obviously we will continue with our marketing, which involves many regal figures, we already have several agreements that you will enjoy in the future and will learn a little more about Regiomontano culture. And we would also like you to at this moment and in this video."
"Si se aceptan comentarios de artistas que quieran que tengamos en el podcast del momento. Y también comentarios que ustedes, o sea la verdad, ha pasado mucho de esto. Mira, a lo largo de todo esto hemos ido aprendiendo a ser entrevistadoras que hay que aclarar algo. La neta es que cuando surgió el podcast del momento, nosotras nunca quisimos que fuéramos entrevistadoras nos gusta.","If comments from artists who want us to have in the podcast of the moment are accepted. And also comments from you, I mean, a lot of this has happened. Look, throughout all this we have been learning to be interviewers we have to clarify something. The truth is that when the podcast of the moment arose, we never wanted us to be interviewers we like it."
"¿De hecho una de las reglas, cuando llega aquí nuestro invitado es, oye, Sabes qué? Aquí no hay línea. Y otra de las reglas es no pegarle a la mesa. ¿Verdad? Verdad, pareces nueva. Es que usted escucha un resorte en su interior, es porque esta niña está traca.","Indeed one of the rules, when our guest arrives here is, hey, you know what? There is no line here. And another rule is not to hit the table. Right? Right, you seem new. It's because you hear a spring inside you, it's because this girl is snap."
"Traca traca y eso ya no se debe de hacer. Yo no te digo nada, que tú estás así. Si por ello por eso estoy así, porque respeto la Mesa. Pues yo quiero estar acá en la mesa. Si no hay que ponerle más acolchonadito, porque si ustedes vieran solo esto está tapizado y acá. Burrita, eso no tienes por qué decir sigue.","Snap snap and that should no longer be done. I'm not telling you anything, that you're like that. If that's why I'm like this, because I respect the table. Well, I want to be here at the table. If we don't have to put more padding on it, because if you could see only this is upholstered and here. Little donkey, you don't have to say that."
"Habiendo madera sin terminar, qué vergüenza. No si está terminada. Está tallada, está todo, nada más, no está forrada. Le falta la vestidura. Para qué quieres vestidular trabajos completos háganlos sino no hagan nada. Pues fue Pedro, fue Pedro.","There is wood unfinished, what a shame. No if it's finished. It's carved, it's all, just not upholstered. You lack the upholstery. Why do you want to dress up complete jobs do them otherwise do not do anything. Well, it was Pedro, it was Pedro."
"Fue. Pedro, qué más, oigan, pero no. Yo creo que hablando de entrevistadoras la gente va a ver mi mi, cómo se dice mi fragmento entrevistadora en 2 domingos más, en 2 domingos más, porque.","It was. Pedro, what else, listen, but no. I think speaking of interviewers people are going to see my my, how do you say my interviewer fragment in 2 more Sundays, in 2 more Sundays, because."
"Sí, me preparé para esa entrevista, sí, me preparé. A poco. Claro, tenía mis notas y todo, ni la. ¿Leíste la mentirosa? ¿Nada más llegaste preguntando en qué capítulo salió? No, no, no, no, no. Yo sí me preparé y la gente lo va a poder ver. Ahí lo veremos, ahí lo veremos.","Yes, I prepared for that interview, yes, I prepared. A little. Of course, I had my notes and everything, neither. Did you read the liar? You just arrived asking what chapter did she appear in? No, no, no, no, no. I did prepare and people are going to be able to see it. We'll see it there, we'll see it there."
"Y si califica y si no va Asus redes sociales y la bufa. Farsante me pone. Farsante, pásatela tú misma le dices, oigan, pero no. O sea, hemos visto comentarios de que Ay, es que no saben entrevistar. Ay que no. ¿No creo que canto, oiga, y también cuando ponen de que es que no dejan de hablar, es que a veces pues tenemos que hablar, porque sino cómo le podemos?","And if it qualifies and if not go to your social networks and the buffoon. Faker you pass it yourself you say, listen, but no. I mean, we've seen comments that Oh, they don't know how to interview. Oh no. I don't think I sing, listen, and also when they say that they just don't stop talking, it's that sometimes we have to talk, because otherwise how can we?"
"Ay, aparte no podemos dejar en blanco al artista, tenemos que cuidarlo. Oye, y todos estos episodios que han pasado el el mazonado la gente bueno, muchos a mí me preguntan cuando me los topo, ya sea que si me topo algún ampon en la calle o en algún antro X oye, Sí me pregunta de que oye te iba a preguntar algo y dice, quiero saber si en realidad fue verdad el insomnio de la burrita.","Oh, besides we can't leave the artist blank, we have to take care of him. Hey, and all these episodes that have happened the the veneered people well, many ask me when I bump into them, whether I bump into some ampon on the street or in some X nightclub hey, Yes he asks me that hey I was going to ask you something and he says, I want to know if it was really true the insomnia of the little donkey."
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","We are going to see this great scene, we are going to see it the sleepy. Tickets can be found at enduermase.com but commas make them also like this fall asleep I was telling the camera wake up wake up little donkey what's up with your life, what's up with your life, it's tail has fallen off."
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the tail of Little Donkey. It fell off. The. Little tail. She is here correcting me. Villa says that I slept. Yes, but hypnotized the great hypnotized of the little donkey we went to see her, look."
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because the people on television lived it and saw it. I really lived it 100. I just remember that. I didn't want to sleep either. I was starting to feel. You know how you start to feel your hands hard and that.
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","It and like how they call it arthritis, like the. Like the tingling, uh-huh. I started to believe there, I mean, until that until that movement I started to believe. After that I managed to hear in the distance that she said, I won't, I won't do it. So I said, if I don't do it."
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, uh-huh. What content are we going to make then? That's why I said Damn it, I'm already here and. Snap it, but no, you didn't feel a nerve. I mean, when you came in I really wanted to know. I mean, I got to a point where I was, in a trance, where I began to feel that from these and began to feel like I was disconnecting, but my internal demon of fear that I have to well, you will see some interviews that are coming up in these days."
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked about that, that was what to me me that you. Were going to stay there. Uh-huh, Notice that I am also. Fearful, because if I don't control it, I don't do it. I mean, uh-huh, I am very controlling, but really I was thinking a lot about the content because it was just starting the video."
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","Uh-huh. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you, you said no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to give as content? So I said, I'll hold on and let myself go, I say I'm not."
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that something was going to happen to me that I was going to be stepped on or that they were going to do a damn. But surgery now well I saw that John Milton was taking out a tooth, but in. The surgery really, I swear."
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they're doing a live show and he pulls a tooth from a guy. Oh, but he brings a dentist to do it, doesn't he? He, I mean he, just like that and they pull out the tooth. I said, I hope you're not going to Want me. We would have taken out the little problem, not 2."
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and there it will stay. If the. Little problem? No, I mean, it's in process. Ah, OK, but that's why I decided to keep going. I mean, I said at some point it's going to wake me up. I didn't think I was going to be. Sleeping all the time, because if I'm going to confess to you that I had some punches in the back because that video I saw it where at the end I think that o."
