Spanish,English,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"Son largas y aparte esta esta mención es. Para darle realce a nuestra gira, Claro, Claro, teníamos aquí a alguien sentado, no le íbamos a dar el. Lugar, pues no, porque no le íbamos a dar el lugar. En toda la persona, pero. Estamos también súper contentos porque a lo largo de este poquito tiempo que tenemos con el podcast del momento, pues han pasado cosas irreales.","They are long and apart from this this mention is. To highlight our tour, Of ​​course, Of course, we had someone sitting here, we weren't going to give him the. Place, well no, because we were not going to give him the place. In the whole person, but. We are also super happy because throughout this little time that we have with the podcast of the moment, unreal things have happened.",0.00032651310903020203,0.9985685348510742,0.00028022134210914373,0.0002726199454627931,0.0002531439531594515,0.00029892942984588444,0.007160627283155918,0.9542456269264221,0.003007246181368828,0.027996476739645004,0.006279955618083477,0.0013101245276629925
"Y han pasado personas muy importantes por estas. No y las que se vienen o sea usted a lo mejor ahorita dijo, Ah, pues nos están diciendo que se termina, se termina esta temporada este porque no le dimos como un cierre porque usted vio que se cambió la escenografía. Ajá. ¿Y usted no lo vio, pero no le no habíamos tenido el tiempo de dar como un cierre formal?","And very important people have passed through these. No, and the ones that are coming, or maybe right now you said, Oh, well, they are telling us that it is ending, this season is ending because we didn't give it a closure because you saw that the scenery was changed. AHA. And you didn't see it, but hadn't we had the time to give it as a formal closure?",0.10201282054185867,0.7984901070594788,0.003218054538592696,0.08964464068412781,0.005048034712672234,0.0015861699357628822,0.01948939822614193,0.5438335537910461,0.009556830860674381,0.39593803882598877,0.027925077825784683,0.003257045755162835
"Ciclo formal y a partir de aquí el podcast del momento viene con un giro. Viene con pura celebridad, celebridad internacional, no ha pasado ninguna de las que ya grabamos. No, no ha pasado el. Lunes este domingo esto ya es el domingo, no, hombre, no van a soportar si de por sí no nos pueden ver.","Formal cycle and from here the podcast of the moment comes with a twist. It comes with pure celebrity, international celebrity, none of the ones we already recorded have happened. No, it hasn't happened. Monday this Sunday this is already Sunday, no, man, they won't stand it if they can't see us.",0.020585717633366585,0.5649800300598145,0.003030711319297552,0.39737042784690857,0.01204974390566349,0.001983323134481907,0.016693975776433945,0.5084397792816162,0.00559590570628643,0.4361371099948883,0.030407888814806938,0.0027253753505647182
"Pero hay que aclarar que obviamente seguiremos con nuestro marketing, que son muchas figuras regias, tenemos ya ya tenemos pactados a varios que ustedes van a disfrutar en un futuro y conocerán un poquito más de la cultura regiomontana. Y también nos gustaría que en este momento y en este video.","But it must be clarified that obviously we will continue with our marketing, which are many royal figures, we have already agreed to several that you will enjoy in the future and will know a little more about the Monterrey culture. And we would also like that at this moment and in this video.",0.000981114455498755,0.9810383915901184,0.008293475955724716,0.008158441632986069,0.0009707390563562512,0.0005579043063335121,0.011551713570952415,0.8027840256690979,0.008076352067291737,0.15925586223602295,0.01590880937874317,0.002423333004117012
"Si se aceptan comentarios de artistas que quieran que tengamos en el podcast del momento. Y también comentarios que ustedes, o sea la verdad, ha pasado mucho de esto. Mira, a lo largo de todo esto hemos ido aprendiendo a ser entrevistadoras que hay que aclarar algo. La neta es que cuando surgió el podcast del momento, nosotras nunca quisimos que fuéramos entrevistadoras nos gusta.","Yes, comments are accepted from artists who want us to have them on the podcast of the moment. And also comments that you, that is to say the truth, have been through a lot of this. Look, throughout all this we have been learning to be interviewers that we have to clarify something. The bottom line is that when the podcast of the moment emerged, we never wanted us to be interviewers, we like it.",0.0009192724828608334,0.9935100674629211,0.0011835756013169885,0.003040156327188015,0.0009161209454759955,0.0004308625648263842,0.026345985010266304,0.6384706497192383,0.007417658809572458,0.26725780963897705,0.05616452544927597,0.0043434035032987595
"¿De hecho una de las reglas, cuando llega aquí nuestro invitado es, oye, Sabes qué? Aquí no hay línea. Y otra de las reglas es no pegarle a la mesa. ¿Verdad? Verdad, pareces nueva. Es que usted escucha un resorte en su interior, es porque esta niña está traca.","In fact one of the rules, when our guest comes here is, hey, you know what? There is no line here. And another rule is not to hit the table. TRUE? True, you look new. You hear a spring inside you, it's because this girl is crazy.",0.02026243880391121,0.8661397099494934,0.0012986023211851716,0.046927809715270996,0.0488361231982708,0.016535356640815735,0.03839229419827461,0.3372868597507477,0.013857271522283554,0.5526174902915955,0.05431989207863808,0.003526233369484544
"Traca traca y eso ya no se debe de hacer. Yo no te digo nada, que tú estás así. Si por ello por eso estoy así, porque respeto la Mesa. Pues yo quiero estar acá en la mesa. Si no hay que ponerle más acolchonadito, porque si ustedes vieran solo esto está tapizado y acá. Burrita, eso no tienes por qué decir sigue.","Traca traca and that should no longer be done. I'm not telling you anything, because you are like this. Yes, that's why I'm like this, because I respect the Table. Well, I want to be here at the table. If not, you have to put more padding on it, because if you could see only this is upholstered and here. Burrita, you don't have to say that.",0.008835697546601295,0.8316486477851868,0.01714211143553257,0.11945074796676636,0.01947244256734848,0.0034504043869674206,0.035886917263269424,0.49651798605918884,0.0219240952283144,0.3989645838737488,0.04263056069612503,0.004075848963111639
"Habiendo madera sin terminar, qué vergüenza. No si está terminada. Está tallada, está todo, nada más, no está forrada. Le falta la vestidura. Para qué quieres vestidular trabajos completos háganlos sino no hagan nada. Pues fue Pedro, fue Pedro.","Having unfinished wood, what a shame. Not if it's finished. It is carved, everything is there, nothing more, it is not lined. The clothing is missing. Why do you want to vest complete works, do them otherwise don't do anything. Well, it was Pedro, it was Pedro.",0.9984045624732971,0.0004304508329369128,0.00015197448374237865,0.0004135639755986631,0.00040877776336856186,0.00019052201241720468,0.03187515586614609,0.38940128684043884,0.01424974575638771,0.5133705139160156,0.04731469973921776,0.0037885596975684166
"Fue. Pedro, qué más, oigan, pero no. Yo creo que hablando de entrevistadoras la gente va a ver mi mi, cómo se dice mi fragmento entrevistadora en 2 domingos más, en 2 domingos más, porque.","Was. Pedro, what else, listen, but no. I think that talking about interviewers, people are going to see my my, how do you say my interviewer fragment in 2 more Sundays, in 2 more Sundays, because.",0.013703864999115467,0.02111370489001274,0.0011127874022349715,0.926323652267456,0.03627445548772812,0.0014716766308993101,0.05066103860735893,0.7144061923027039,0.009438331238925457,0.1866007000207901,0.03332166001200676,0.005571975372731686
"Sí, me preparé para esa entrevista, sí, me preparé. A poco. Claro, tenía mis notas y todo, ni la. ¿Leíste la mentirosa? ¿Nada más llegaste preguntando en qué capítulo salió? No, no, no, no, no. Yo sí me preparé y la gente lo va a poder ver. Ahí lo veremos, ahí lo veremos.","Yes, I prepared for that interview, yes, I prepared. Little by little. Of course, I had my notes and everything, not even the. Did you read the liar? Did you just come asking what episode she was in? No no no no no. I did prepare and people will be able to see it. We'll see it there, we'll see it there.",0.013957580551505089,0.16169039905071259,0.0016903295181691647,0.7817555665969849,0.039427440613508224,0.001478720922023058,0.03646259754896164,0.5220894813537598,0.010900977067649364,0.39462101459503174,0.03311403840780258,0.002811920130625367
"Y si califica y si no va Asus redes sociales y la bufa. Farsante me pone. Farsante, pásatela tú misma le dices, oigan, pero no. O sea, hemos visto comentarios de que Ay, es que no saben entrevistar. Ay que no. ¿No creo que canto, oiga, y también cuando ponen de que es que no dejan de hablar, es que a veces pues tenemos que hablar, porque sino cómo le podemos?","And if it qualifies and if it doesn't, Asus goes to social networks and mocks it. It makes me fake. You fake, take it yourself, you tell him, listen, but no. I mean, we have seen comments that Oh, they don't know how to interview. Oh no. I don't think I sing, listen, and also when they talk about what it is that they don't stop talking, it's just that sometimes we have to talk, because otherwise how can we?",0.9952516555786133,0.0010261120041832328,0.00019687590247485787,0.0027299856301397085,0.0005921711563132703,0.0002032343327300623,0.025992395356297493,0.3105464279651642,0.010994655080139637,0.6064233779907227,0.04201347380876541,0.004029684700071812
"Ay, aparte no podemos dejar en blanco al artista, tenemos que cuidarlo. Oye, y todos estos episodios que han pasado el el mazonado la gente bueno, muchos a mí me preguntan cuando me los topo, ya sea que si me topo algún ampon en la calle o en algún antro X oye, Sí me pregunta de que oye te iba a preguntar algo y dice, quiero saber si en realidad fue verdad el insomnio de la burrita.","Oh, apart from that we cannot leave the artist blank, we have to take care of him. Hey, and all these episodes that have happened in the mess, good people, many of them ask me when I run into them, whether if I run into some ampon on the street or in some club. I was going to ask you something and he says, I want to know if the donkey's insomnia was really true.",0.5484344959259033,0.049983710050582886,0.0014726697700098157,0.3824596107006073,0.016118371859192848,0.001531193032860756,0.034390322864055634,0.44646894931793213,0.0137859545648098,0.4227975904941559,0.07882332801818848,0.003733982564881444
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","Let's see this great scene, let's see her sleeping. The tickets can be found at duermase.com but whatever, make them like that, it's also like that, sleep that she was telling the Camera, wake up, wake up, donkey, what's up with her life, what's up with her life, her tail has already fallen off.",0.016169417649507523,0.9607731103897095,0.0008448113221675158,0.016421480104327202,0.004642031155526638,0.0011490578763186932,0.025078184902668,0.5207899212837219,0.013503502123057842,0.39960014820098877,0.03701809421181679,0.004010169301182032
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the Burrita tail. She dropped her. Tail. He is here correcting me. Villa is said to have put me to sleep. Yes, but the big hypnotized donkey was already hypnotized and we went to see her, look at her.",0.010794290341436863,0.0750085785984993,0.0011021022219210863,0.10866237431764603,0.7978309988975525,0.006601715926080942,0.017714235931634903,0.5599349141120911,0.007070282008498907,0.3768884241580963,0.03525944799184799,0.0031326813623309135
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because people on television lived and saw it. The truth is that I lived it to the 100th. I only remember that. I didn't want to sleep either. I was already beginning to feel. You see that your hands are starting to feel hard and that.,0.004652592819184065,0.9774810075759888,0.01141068059951067,0.00350042711943388,0.0009022989543154836,0.002053002128377557,0.009230113588273525,0.9163936376571655,0.005654838401824236,0.06122971326112747,0.005966764409095049,0.0015248747076839209
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","I know and like how they call it arthritis, like. Like the tingling, aha. That's when I started to believe, that is, until that movement I started to believe. Later I managed to hear her say in the distance, ""No, I'm not going to do it."" So I said, if I don't do it.",0.015355263836681843,0.7772960066795349,0.0018966930219903588,0.04131624847650528,0.1575080007314682,0.006627755705267191,0.025971999391913414,0.5378057360649109,0.014337753877043724,0.3934367001056671,0.02527826838195324,0.0031695752404630184
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, aha. What content are we going to make then? That's why I said Chingue, his mother, I'm here and. Try it, but no, you didn't feel a nerve. I mean, when you came in I would like to know. I mean, I got to a point where I was, in a trance, where I was starting to feel like these guys and I was starting to feel like I was disconnecting, but my inner demon of fear that I have, well, I mean, you'll see. some interviews coming up these days.",0.08470136672258377,0.12400896847248077,0.0013300448190420866,0.012056042440235615,0.7732189893722534,0.004684582352638245,0.02982751466333866,0.6296288967132568,0.011260543949902058,0.21644684672355652,0.10758598893880844,0.005250170826911926
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked something about that, that was what I thought of you. You were going to stay there. Aha, notice that I am too. Scared, because if I don't control it, I won't do it. I mean, aha, I'm very controlling, but I was really thinking a lot about the content because I was just starting the video.",0.0006293729529716074,0.0006290435558184981,0.00018904234457295388,0.007650394923985004,0.9904747605323792,0.0004273781378287822,0.029187723994255066,0.6835211515426636,0.013836238533258438,0.2462078183889389,0.02413409762084484,0.0031130413990467787
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","AHA. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you saying no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to provide as content? So I said, well she put up with me and she left me, I said not me.",0.004753857385367155,0.9865432977676392,0.0007232811767607927,0.006280344445258379,0.0011734237195923924,0.0005257949233055115,0.034174107015132904,0.5508314371109009,0.016934018582105637,0.34024113416671753,0.05248106271028519,0.005338209681212902
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that they were going to do something to me that was going to step on me or that they were going to do something to me. But surgery now because I saw that John Milton pulled a tooth, but in. Surgery soon, I swear.",0.0007022423669695854,0.0010708927875384688,0.00016307152691297233,0.003919820301234722,0.9936150312423706,0.0005288725369609892,0.021922631189227104,0.3983420729637146,0.016653968021273613,0.5238053202629089,0.03437770903110504,0.004898310638964176
