Original,gpt4,eng_sadness,eng_joy,eng_love,eng_anger,eng_fear,eng_surprise,spa_sadness,spa_joy,spa_love,spa_anger,spa_fear,spa_surprise
"¿Cómo estás, soy turbulent? Y yo la burrita burrona. Y estamos muy contentos que después del presupuesto para después de tal no, Claro que no. ¿Y usted a lo mejor va a decir Este por qué están solas? Pues yo no. Las temporadas, las temporadas son largas.","How are you, am I turbulent? And I the little stubborn donkey. And we are very happy that after the budget for after such no, of course not. And you might say why are they alone? Well, I don't. The seasons, the seasons are long.",0.004451964981853962,0.001799340476281941,0.0004002191126346588,0.9923039078712463,0.0008796511101536453,0.00016487461107317358,0.015953876078128815,0.027758542448282242,0.0021832676138728857,0.9384025931358337,0.014955233782529831,0.0007465378730557859
"Son largas y aparte esta esta mención es. Para darle realce a nuestra gira, Claro, Claro, teníamos aquí a alguien sentado, no le íbamos a dar el. Lugar, pues no, porque no le íbamos a dar el lugar. En toda la persona, pero. Estamos también súper contentos porque a lo largo de este poquito tiempo que tenemos con el podcast del momento, pues han pasado cosas irreales.","The seasons are long and besides this mention is. To enhance our tour, of course, of course, we had someone sitting here, we wouldn't give him. Place, well no, because we wouldn't give him the place. In the whole person, but. We are also super happy because over this little time we have with the podcast of the moment, unreal things have happened.",0.0003441374283283949,0.9984506368637085,0.0002928793546743691,0.0003105168871115893,0.00028041951009072363,0.0003213354793842882,0.007160617504268885,0.9542456269264221,0.0030072375666350126,0.02799651026725769,0.006279958412051201,0.0013101238291710615
"Y han pasado personas muy importantes por estas. No y las que se vienen o sea usted a lo mejor ahorita dijo, Ah, pues nos están diciendo que se termina, se termina esta temporada este porque no le dimos como un cierre porque usted vio que se cambió la escenografía. Ajá. ¿Y usted no lo vio, pero no le no habíamos tenido el tiempo de dar como un cierre formal?","And very important people have passed through these. Not and those to come or you might have just said, Ah, well they are telling us that it ends, this season ends because we didn't give it like a closure because you saw that the scenery changed. Uh-huh. And you didn't see it, but we hadn't had the time to give it a formal closure?",0.025168603286147118,0.925640344619751,0.0020351700950413942,0.04236968606710434,0.0034098827745765448,0.001376333530060947,0.01948937028646469,0.5438332557678223,0.009556805714964867,0.3959384262561798,0.02792513370513916,0.003257043892517686
"Ciclo formal y a partir de aquí el podcast del momento viene con un giro. Viene con pura celebridad, celebridad internacional, no ha pasado ninguna de las que ya grabamos. No, no ha pasado el. Lunes este domingo esto ya es el domingo, no, hombre, no van a soportar si de por sí no nos pueden ver.","A formal cycle and from here the podcast of the moment comes with a twist. It comes with pure celebrity, international celebrity, none of the ones we've already recorded have happened. No, it hasn't happened. This Monday this Sunday this is already Sunday, no, man, they're not going to stand it if they can't see us.",0.020715100690722466,0.4002963602542877,0.0028243560809642076,0.5599536299705505,0.014305563643574715,0.0019049625843763351,0.016693955287337303,0.5084393620491028,0.0055958982557058334,0.43613743782043457,0.030407974496483803,0.002725375583395362
"Pero hay que aclarar que obviamente seguiremos con nuestro marketing, que son muchas figuras regias, tenemos ya ya tenemos pactados a varios que ustedes van a disfrutar en un futuro y conocerán un poquito más de la cultura regiomontana. Y también nos gustaría que en este momento y en este video.","But we must clarify that obviously we will continue with our marketing, which involves many regal figures, we already have several agreements that you will enjoy in the future and will learn a little more about Regiomontano culture. And we would also like you to at this moment and in this video.",0.00029451047885231674,0.9976857900619507,0.000752772728446871,0.0005635851412080228,0.0002067867899313569,0.000496529508382082,0.0115516921505332,0.8027840852737427,0.00807635672390461,0.15925587713718414,0.01590881496667862,0.002423334401100874
"Si se aceptan comentarios de artistas que quieran que tengamos en el podcast del momento. Y también comentarios que ustedes, o sea la verdad, ha pasado mucho de esto. Mira, a lo largo de todo esto hemos ido aprendiendo a ser entrevistadoras que hay que aclarar algo. La neta es que cuando surgió el podcast del momento, nosotras nunca quisimos que fuéramos entrevistadoras nos gusta.","If comments from artists who want us to have in the podcast of the moment are accepted. And also comments from you, I mean, a lot of this has happened. Look, throughout all this we have been learning to be interviewers we have to clarify something. The truth is that when the podcast of the moment arose, we never wanted us to be interviewers we like it.",0.0006549409590661526,0.9873379468917847,0.01020359992980957,0.0010446652304381132,0.0004126737476326525,0.0003460879670456052,0.026345936581492424,0.6384701132774353,0.0074176425114274025,0.26725825667381287,0.056164685636758804,0.004343400243669748
"¿De hecho una de las reglas, cuando llega aquí nuestro invitado es, oye, Sabes qué? Aquí no hay línea. Y otra de las reglas es no pegarle a la mesa. ¿Verdad? Verdad, pareces nueva. Es que usted escucha un resorte en su interior, es porque esta niña está traca.","Indeed one of the rules, when our guest arrives here is, hey, you know what? There is no line here. And another rule is not to hit the table. Right? Right, you seem new. It's because you hear a spring inside you, it's because this girl is snap.",0.0015582841588184237,0.9943071007728577,0.00037469289964064956,0.0014915189240127802,0.0010843401541933417,0.0011841703671962023,0.03839230537414551,0.3372870981693268,0.013857276178896427,0.5526169538497925,0.05432004854083061,0.003526238491758704
"Traca traca y eso ya no se debe de hacer. Yo no te digo nada, que tú estás así. Si por ello por eso estoy así, porque respeto la Mesa. Pues yo quiero estar acá en la mesa. Si no hay que ponerle más acolchonadito, porque si ustedes vieran solo esto está tapizado y acá. Burrita, eso no tienes por qué decir sigue.","Snap snap and that should no longer be done. I'm not telling you anything, that you're like that. If that's why I'm like this, because I respect the table. Well, I want to be here at the table. If we don't have to put more padding on it, because if you could see only this is upholstered and here. Little donkey, you don't have to say that.",0.010617549531161785,0.815315842628479,0.008911165408790112,0.14825385808944702,0.014086338691413403,0.0028152386657893658,0.03588683903217316,0.49651700258255005,0.021924056112766266,0.398965448141098,0.04263066127896309,0.004075846169143915
"Habiendo madera sin terminar, qué vergüenza. No si está terminada. Está tallada, está todo, nada más, no está forrada. Le falta la vestidura. Para qué quieres vestidular trabajos completos háganlos sino no hagan nada. Pues fue Pedro, fue Pedro.","There is wood unfinished, what a shame. No if it's finished. It's carved, it's all, just not upholstered. You lack the upholstery. Why do you want to dress up complete jobs do them otherwise do not do anything. Well, it was Pedro, it was Pedro.",0.07705353200435638,0.8611816167831421,0.0018810678739100695,0.052564751356840134,0.004161412362009287,0.0031576703768223524,0.03187509626150131,0.38940000534057617,0.014249734580516815,0.5133717656135559,0.0473148375749588,0.003788562025874853
"Fue. Pedro, qué más, oigan, pero no. Yo creo que hablando de entrevistadoras la gente va a ver mi mi, cómo se dice mi fragmento entrevistadora en 2 domingos más, en 2 domingos más, porque.","It was. Pedro, what else, listen, but no. I think speaking of interviewers people are going to see my my, how do you say my interviewer fragment in 2 more Sundays, in 2 more Sundays, because.",0.01953245885670185,0.02315239980816841,0.0011164371389895678,0.908268392086029,0.04629556089639664,0.001634768326766789,0.050661131739616394,0.7144051790237427,0.00943834986537695,0.18660147488117218,0.03332183137536049,0.005571991205215454
"Sí, me preparé para esa entrevista, sí, me preparé. A poco. Claro, tenía mis notas y todo, ni la. ¿Leíste la mentirosa? ¿Nada más llegaste preguntando en qué capítulo salió? No, no, no, no, no. Yo sí me preparé y la gente lo va a poder ver. Ahí lo veremos, ahí lo veremos.","Yes, I prepared for that interview, yes, I prepared. A little. Of course, I had my notes and everything, neither. Did you read the liar? You just arrived asking what chapter did she appear in? No, no, no, no, no. I did prepare and people are going to be able to see it. We'll see it there, we'll see it there.",0.018916213884949684,0.4806354343891144,0.0023736744187772274,0.44592633843421936,0.04981282353401184,0.0023354513105005026,0.03646257892251015,0.5220887064933777,0.010900954715907574,0.39462175965309143,0.033114124089479446,0.0028119187336415052
"Y si califica y si no va Asus redes sociales y la bufa. Farsante me pone. Farsante, pásatela tú misma le dices, oigan, pero no. O sea, hemos visto comentarios de que Ay, es que no saben entrevistar. Ay que no. ¿No creo que canto, oiga, y también cuando ponen de que es que no dejan de hablar, es que a veces pues tenemos que hablar, porque sino cómo le podemos?","And if it qualifies and if not go to your social networks and the buffoon. Faker you pass it yourself you say, listen, but no. I mean, we've seen comments that Oh, they don't know how to interview. Oh no. I don't think I sing, listen, and also when they say that they just don't stop talking, it's that sometimes we have to talk, because otherwise how can we?",0.05339309573173523,0.09192369878292084,0.0017721797339618206,0.664931058883667,0.18555080890655518,0.002429136773571372,0.025992335751652718,0.3105459213256836,0.01099462527781725,0.6064239740371704,0.04201353341341019,0.004029685165733099
"Ay, aparte no podemos dejar en blanco al artista, tenemos que cuidarlo. Oye, y todos estos episodios que han pasado el el mazonado la gente bueno, muchos a mí me preguntan cuando me los topo, ya sea que si me topo algún ampon en la calle o en algún antro X oye, Sí me pregunta de que oye te iba a preguntar algo y dice, quiero saber si en realidad fue verdad el insomnio de la burrita.","Oh, besides we can't leave the artist blank, we have to take care of him. Hey, and all these episodes that have happened the the veneered people well, many ask me when I bump into them, whether I bump into some ampon on the street or in some X nightclub hey, Yes he asks me that hey I was going to ask you something and he says, I want to know if it was really true the insomnia of the little donkey.",0.02210530824959278,0.07017968595027924,0.0016516169998794794,0.9006732106208801,0.0042806826531887054,0.0011095560621470213,0.03439035266637802,0.44646602869033813,0.013785921037197113,0.42279985547065735,0.07882383465766907,0.003733981167897582
"Vamos a ver esta gran escena, vamos a verla la dormida. Los boletos los pueden encontrar enduermase.com pero comas háganlos de también es así duérmase que estaba diciéndole a la Cámara despiértese despiértese burrita que onda con su vida, que onda con su vida, ya se le cayó la cola.","We are going to see this great scene, we are going to see it the sleepy. Tickets can be found at enduermase.com but commas make them also like this fall asleep I was telling the camera wake up wake up little donkey what's up with your life, what's up with your life, it's tail has fallen off.",0.9701291918754578,0.008548068813979626,0.0005754620069637895,0.001877706148661673,0.01808079332113266,0.0007888105465099216,0.025078164413571358,0.5207889080047607,0.013503482565283775,0.3996011018753052,0.03701813891530037,0.004010165110230446
"Deme la cola de Burrita. Se le cayó la. Colita. Me está aquí corrigiendo la. Villa se dice que me durmieron. Sí, pero hipnotizada la gran hipnotizada de la burrita ya la fuimos a ver, mira.","Give me the tail of Little Donkey. It fell off. The. Little tail. She is here correcting me. Villa says that I slept. Yes, but hypnotized the great hypnotized of the little donkey we went to see her, look.",0.03016585111618042,0.3270418345928192,0.0022206734865903854,0.16909737884998322,0.4656398594379425,0.0058343973942101,0.01771421730518341,0.5599343180656433,0.007070268504321575,0.3768889904022217,0.03525950387120247,0.0031326808966696262
Ese fue un momento icónico porque la gente en televisión se vivió y se vió. Yo la verdad lo viví al 100. Yo solamente recuerdo que. No me quería dormir tampoco. Ya empezaba yo a sentir. Ya ves que se empiezan a sentir las manos duras y que.,That was an iconic moment because the people on television lived it and saw it. I really lived it 100. I just remember that. I didn't want to sleep either. I was starting to feel. You know how you start to feel your hands hard and that.,0.023708533495664597,0.8955726623535156,0.041925836354494095,0.03234133496880531,0.0026952445041388273,0.00375633523799479,0.00923011265695095,0.9163935780525208,0.005654837936162949,0.06122986227273941,0.005966772325336933,0.0015248758718371391
"Se y como el cómo le llaman artritis, como el. Como el hormigueo, ajá. Yo ahí ya empecé a creer, o sea, hasta ese hasta ese movimiento empecé a creer. Después logré en lo lejos escuchar que ella decía, yo no, yo no lo voy a hacer. Entonces dije, si no lo hago yo.","It and like how they call it arthritis, like the. Like the tingling, uh-huh. I started to believe there, I mean, until that until that movement I started to believe. After that I managed to hear in the distance that she said, I won't, I won't do it. So I said, if I don't do it.",0.007889713160693645,0.9089521765708923,0.0013080430217087269,0.0195209588855505,0.05626491829752922,0.0060641467571258545,0.025971950963139534,0.5378047823905945,0.014337733387947083,0.3934376537799835,0.025278277695178986,0.0031695698853582144
"Y no lo haces tú, ajá. ¿Qué contenido vamos a hacer entonces? Por eso dije Chingue su madre, ya estoy aquí y. Trácale, pero no, no sentías un un como nervio. O sea, cuando entraste yo sí quisiera saber. O sea, yo llegué a un punto donde estaba, en un trance, donde empezaba a sentir eso de los de estos y empezaba a sentir como que me desconectaba, pero mi demonio interno del miedo que tengo que ya bueno, o sea, ya verá algunas entrevistas que se vienen al futuro en estos días.","And you don't do it, uh-huh. What content are we going to make then? That's why I said Damn it, I'm already here and. Snap it, but no, you didn't feel a nerve. I mean, when you came in I really wanted to know. I mean, I got to a point where I was, in a trance, where I began to feel that from these and began to feel like I was disconnecting, but my internal demon of fear that I have to well, you will see some interviews that are coming up in these days.",0.2786375880241394,0.06022737920284271,0.001436074380762875,0.016270827502012253,0.6405623555183411,0.0028657882940024137,0.029827453196048737,0.6296282410621643,0.011260531842708588,0.2164473533630371,0.10758624225854874,0.005250169895589352
"Donde hablé algo sobre eso, eso era lo que a mí me me que te. Fueras a quedar ahí. Ajá, Fíjate que yo también soy. Miedosa, porque si yo no lo controlo, no lo hago. O sea, ajá, soy muy controladora, pero realmente yo sí estaba pensando mucho en el contenido porque apenas estaba empezando el video.","Where I talked about that, that was what to me me that you. Were going to stay there. Uh-huh, Notice that I am also. Fearful, because if I don't control it, I don't do it. I mean, uh-huh, I am very controlling, but really I was thinking a lot about the content because it was just starting the video.",0.0006553176208399236,0.0006133884890004992,0.00020386450341902673,0.003484015353024006,0.994652271270752,0.0003911192761734128,0.029187727719545364,0.6835199594497681,0.013836231082677841,0.24620889127254486,0.024134181439876556,0.0031130467541515827
"Ajá. ¿Y te acuerdas que tu tío estaba medio así? Entonces yo dije, si ella ya dijo que no, porque yo te escuché, que decías no, no. ¿Dije, si yo digo que no, qué? ¿Qué vamos a hablar en el video o qué vamos a dar de contenido? Entonces yo dije, pues me aguanto y me dejó, digo yo no.","Uh-huh. And do you remember that your uncle was kind of like that? So I said, if she already said no, because I heard you, you said no, no. I said, if I say no, what? What are we going to talk about in the video or what are we going to give as content? So I said, I'll hold on and let myself go, I say I'm not.",0.0014604796888306737,0.9968777894973755,0.00039399685920216143,0.0005875170463696122,0.00036555074620991945,0.0003147364186588675,0.034174028784036636,0.550831139087677,0.016933977603912354,0.3402414619922638,0.052481092512607574,0.005338206887245178
"Nunca estuve nervioso de que me fuera a hacer algo que me fuera a pisar o que me fueran a hacer una pinche. Pero cirugía ahora pues es que yo vi que el John Milton sacaba muela, pero en. La cirugía a poco, te lo juro.","I was never nervous that something was going to happen to me that I was going to be stepped on or that they were going to do a damn. But surgery now well I saw that John Milton was taking out a tooth, but in. The surgery really, I swear.",0.0008686347282491624,0.001959476387128234,0.00019175985653419048,0.005325255915522575,0.9910380840301514,0.000616854231338948,0.021922606974840164,0.3983410894870758,0.016653982922434807,0.5238062739372253,0.03437776118516922,0.004898314364254475
"Aquí ahorita voy a conseguir el video donde están un show en vivo y le saca la muela a un güey. ¿Ah, pero lleva un dentista para hacerlo, no? Él, o sea él, la más así y le sacan el diente. Yo dije, ojalá no vayas a Quererme. Hubiéramos sacado el problemita, no 2.","Here right now I'm going to get the video where they're doing a live show and he pulls a tooth from a guy. Oh, but he brings a dentist to do it, doesn't he? He, I mean he, just like that and they pull out the tooth. I said, I hope you're not going to Want me. We would have taken out the little problem, not 2.",0.03216267749667168,0.08327286690473557,0.002247802447527647,0.8481969833374023,0.033204421401023865,0.0009152881684713066,0.040739670395851135,0.5348776578903198,0.015173903666436672,0.36036139726638794,0.044350575655698776,0.004496694076806307
"Años y ahí se va a quedar. Si el. ¿Problemita? No, o sea, está en proceso. Ah, OK, pero yo por eso decidí seguirle. O sea, yo dije en algún momento me va a despertar. No pensé que me fuera a estar. Durmiendo a cada rato, porque si les voy a confesar que traía unos putazos en la espalda porque ese vídeo sí lo vi donde al último creo que o.","Years and there it will stay. If the. Little problem? No, I mean, it's in process. Ah, OK, but that's why I decided to keep going. I mean, I said at some point it's going to wake me up. I didn't think I was going to be. Sleeping all the time, because if I'm going to confess to you that I had some punches in the back because that video I saw it where at the end I think that o.",0.04337215796113014,0.23410092294216156,0.0028540671337395906,0.6315301656723022,0.08665956556797028,0.001483128173276782,0.03669086471199989,0.5355076789855957,0.014361020177602768,0.35116803646087646,0.0575866773724556,0.004685782361775637
"Te cae donde. No sé qué decimos y luego trae y que todos riéndose en vez de que me levantara eso también fue una observación que yo le hice. Producción. Más de 10 personas perdieron el empleo. Porque esa situación, porque yo me golpeé, de hecho yo traía putas aquí donde yo creo que me pegué o con la silla.","Where you fall where. I don't know what we say and then it brings and everyone laughing instead of me getting up that was also an observation that I made. Production. More than 10 people lost their jobs. Because of that situation, because I hit myself, in fact I had bruises here where I think I hit myself or with the chair.",0.9983745813369751,0.0004690007190220058,0.00015881114813964814,0.0005300418706610799,0.0003056322457268834,0.0001618237583898008,0.02399282529950142,0.6773099899291992,0.009689437225461006,0.2641209661960602,0.02177451364696026,0.0031122637446969748
"O con esa luz no te no, no te pegaste, te resbalaste en la silla. ¿Bueno traía, pero fue un momento icónico porque dónde tú le dices, oye, vamos a ver ese momento, no? Me vaya a hacer bromas y luego voy a verme. Que estoy duérmase profundo despiértese.","Or with that light you didn't, no, you didn't hit yourself, you slipped on the chair. Well, I had, but it was an iconic moment because where you tell him, hey, let's see that moment, right? Don't go making jokes and then I'm going to see myself. That I'm deep asleep wake up.",0.0018471101066097617,0.9925332069396973,0.0006880467990413308,0.0023371591232717037,0.0010716986143961549,0.0015227188123390079,0.0051663583144545555,0.9635281562805176,0.003640129929408431,0.021296042948961258,0.004607653245329857,0.001761745661497116
